id,place_id,name,address,city,state,country,postal_code,latitude,longitude,phone_number,website,rating,user_ratings_total,types,keyword,place_type,tile_lat,tile_lon,business_status,raw_data,created_at
"c10c3420-8a9e-4b82-94ab-63918f7664f2","ChIJ55MVxDHN3IkRCOWOzfWEJqs","RAW K9 MEAT","170 Gillen Rd, Middletown, NY 10940, USA","New York","NY","USA","10940","41.5296569","-74.4170132","(845) 500-3069","","5","27","[""establishment"",""point_of_interest"",""pet_store"",""store""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""170 Gillen Rd, Middletown, NY 10940, USA"",""formatted_phone_number"":""(845) 500-3069"",""geometry"":{""location"":{""lat"":41.5296569,""lng"":-74.4170132},""viewport"":{""northeast"":{""lat"":41.53103248029149,""lng"":-74.4157619697085},""southwest"":{""lat"":41.52833451970849,""lng"":-74.4184599302915}}},""name"":""RAW K9 MEAT"",""opening_hours"":{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]},""rating"":5,""types"":[""establishment"",""point_of_interest"",""pet_store"",""store""],""user_ratings_total"":27}","2025-07-22T22:53:17.388Z"
"c57d96dc-8d10-440f-bc2e-050c5f80226a","ChIJe_gvbJxZwokRlOKej055-j8","Whiskers Holistic Pet Care","235 E 9th St, New York, NY 10003, USA","New York","NY","USA","10003","40.7294372","-73.98755109999999","(212) 979-2532","http://www.1800whiskers.com/","4.7","288","[""point_of_interest"",""pet_store"",""store"",""establishment""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""235 E 9th St, New York, NY 10003, USA"",""formatted_phone_number"":""(212) 979-2532"",""geometry"":{""location"":{""lat"":40.7294372,""lng"":-73.98755109999999},""viewport"":{""northeast"":{""lat"":40.7307443802915,""lng"":-73.98623431970847},""southwest"":{""lat"":40.72804641970851,""lng"":-73.9889322802915}}},""name"":""Whiskers Holistic Pet Care"",""opening_hours"":{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1200""}},{""close"":{""day"":1,""time"":""1900""},""open"":{""day"":1,""time"":""1100""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""1100""}},{""close"":{""day"":3,""time"":""1900""},""open"":{""day"":3,""time"":""1100""}},{""close"":{""day"":4,""time"":""1900""},""open"":{""day"":4,""time"":""1100""}},{""close"":{""day"":5,""time"":""1900""},""open"":{""day"":5,""time"":""1100""}},{""close"":{""day"":6,""time"":""1900""},""open"":{""day"":6,""time"":""1100""}}],""weekday_text"":[""Monday: 11:00 AM – 7:00 PM"",""Tuesday: 11:00 AM – 7:00 PM"",""Wednesday: 11:00 AM – 7:00 PM"",""Thursday: 11:00 AM – 7:00 PM"",""Friday: 11:00 AM – 7:00 PM"",""Saturday: 11:00 AM – 7:00 PM"",""Sunday: 12:00 – 6:00 PM""]},""rating"":4.7,""types"":[""point_of_interest"",""pet_store"",""store"",""establishment""],""user_ratings_total"":288,""website"":""http://www.1800whiskers.com/""}","2025-07-22T22:53:17.675Z"
"85702409-8d8c-46cc-8b25-a141a8909f02","ChIJJYgXr69B3YkRCbkb5B2gMk4","RAWganics Pet Food","143 Velie Rd, Lagrangeville, NY 12540, USA","New York","NY","USA","12540","41.6752657","-73.78600469999999","(845) 214-0335","http://www.rawganicspetfood.com/","5","24","[""point_of_interest"",""establishment""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""143 Velie Rd, Lagrangeville, NY 12540, USA"",""formatted_phone_number"":""(845) 214-0335"",""geometry"":{""location"":{""lat"":41.6752657,""lng"":-73.78600469999999},""viewport"":{""northeast"":{""lat"":41.6766976302915,""lng"":-73.78457256970849},""southwest"":{""lat"":41.6739996697085,""lng"":-73.7872705302915}}},""name"":""RAWganics Pet Food"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":2,""time"":""1630""},""open"":{""day"":2,""time"":""0830""}},{""close"":{""day"":4,""time"":""1630""},""open"":{""day"":4,""time"":""0830""}},{""close"":{""day"":6,""time"":""1600""},""open"":{""day"":6,""time"":""0800""}}],""weekday_text"":[""Monday: Closed"",""Tuesday: 8:30 AM – 4:30 PM"",""Wednesday: Closed"",""Thursday: 8:30 AM – 4:30 PM"",""Friday: Closed"",""Saturday: 8:00 AM – 4:00 PM"",""Sunday: Closed""]},""rating"":5,""types"":[""point_of_interest"",""establishment""],""user_ratings_total"":24,""website"":""http://www.rawganicspetfood.com/""}","2025-07-22T22:53:17.955Z"
"c6c4ddbc-183f-4b2f-93ff-cd5c9667d9dd","ChIJIxTUzlZYwokRnXVb0ZZv-24","Spoiled Brats Pet Shop","340 W 49th St #1, New York, NY 10019, USA","New York","NY","USA","10019","40.7624403","-73.9886278","(212) 459-1615","http://bratsnyc.com/","4.7","235","[""establishment"",""store"",""pet_store"",""point_of_interest"",""food""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""340 W 49th St #1, New York, NY 10019, USA"",""formatted_phone_number"":""(212) 459-1615"",""geometry"":{""location"":{""lat"":40.7624403,""lng"":-73.9886278},""viewport"":{""northeast"":{""lat"":40.76383003029151,""lng"":-73.98725956970848},""southwest"":{""lat"":40.76113206970851,""lng"":-73.9899575302915}}},""name"":""Spoiled Brats Pet Shop"",""opening_hours"":{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1930""},""open"":{""day"":0,""time"":""1100""}},{""close"":{""day"":1,""time"":""2100""},""open"":{""day"":1,""time"":""1000""}},{""close"":{""day"":2,""time"":""2100""},""open"":{""day"":2,""time"":""1000""}},{""close"":{""day"":3,""time"":""2100""},""open"":{""day"":3,""time"":""1000""}},{""close"":{""day"":4,""time"":""2100""},""open"":{""day"":4,""time"":""1000""}},{""close"":{""day"":5,""time"":""2100""},""open"":{""day"":5,""time"":""1000""}},{""close"":{""day"":6,""time"":""2100""},""open"":{""day"":6,""time"":""1000""}}],""weekday_text"":[""Monday: 10:00 AM – 9:00 PM"",""Tuesday: 10:00 AM – 9:00 PM"",""Wednesday: 10:00 AM – 9:00 PM"",""Thursday: 10:00 AM – 9:00 PM"",""Friday: 10:00 AM – 9:00 PM"",""Saturday: 10:00 AM – 9:00 PM"",""Sunday: 11:00 AM – 7:30 PM""]},""price_level"":2,""rating"":4.7,""types"":[""establishment"",""store"",""pet_store"",""point_of_interest"",""food""],""user_ratings_total"":235,""website"":""http://bratsnyc.com/""}","2025-07-22T22:53:18.234Z"
"8a05f44a-2f20-4327-9e45-3aa84ac276b5","ChIJ58SNaQvVw4kRSo9N2EKtAkI","Raaw Energy Dog Food","967 Adelphia-Farmingdale Rd, Adelphia, NJ 07731, USA","New York","NY","USA","07731","40.2189361","-74.25828419999999","(732) 414-1446","http://www.raawenergy.com/","4.3","88","[""point_of_interest"",""establishment"",""store"",""food""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""967 Adelphia-Farmingdale Rd, Adelphia, NJ 07731, USA"",""formatted_phone_number"":""(732) 414-1446"",""geometry"":{""location"":{""lat"":40.2189361,""lng"":-74.25828419999999},""viewport"":{""northeast"":{""lat"":40.2203605302915,""lng"":-74.25683956970848},""southwest"":{""lat"":40.2176625697085,""lng"":-74.2595375302915}}},""name"":""Raaw Energy Dog Food"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":2,""time"":""1530""},""open"":{""day"":2,""time"":""0800""}},{""close"":{""day"":3,""time"":""1530""},""open"":{""day"":3,""time"":""0800""}},{""close"":{""day"":4,""time"":""1530""},""open"":{""day"":4,""time"":""0800""}},{""close"":{""day"":5,""time"":""1530""},""open"":{""day"":5,""time"":""0800""}},{""close"":{""day"":6,""time"":""1530""},""open"":{""day"":6,""time"":""0800""}}],""weekday_text"":[""Monday: Closed"",""Tuesday: 8:00 AM – 3:30 PM"",""Wednesday: 8:00 AM – 3:30 PM"",""Thursday: 8:00 AM – 3:30 PM"",""Friday: 8:00 AM – 3:30 PM"",""Saturday: 8:00 AM – 3:30 PM"",""Sunday: Closed""]},""rating"":4.3,""types"":[""point_of_interest"",""establishment"",""store"",""food""],""user_ratings_total"":88,""website"":""http://www.raawenergy.com/""}","2025-07-22T22:53:18.531Z"
"990a0650-14f0-4219-be25-74890f7e9406","ChIJn8BDeYBlwokRT9DZwPfFFAM","The K9 Shop","225 Sunrise Hwy, Lynbrook, NY 11563, USA","New York","NY","USA","11563","40.6558359","-73.6649111","(516) 612-4534","https://www.thek9shop.com/","5","60","[""point_of_interest"",""store"",""establishment""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""225 Sunrise Hwy, Lynbrook, NY 11563, USA"",""formatted_phone_number"":""(516) 612-4534"",""geometry"":{""location"":{""lat"":40.6558359,""lng"":-73.6649111},""viewport"":{""northeast"":{""lat"":40.65727113029149,""lng"":-73.6635984697085},""southwest"":{""lat"":40.65457316970849,""lng"":-73.66629643029151}}},""name"":""The K9 Shop"",""opening_hours"":{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1700""},""open"":{""day"":0,""time"":""1200""}},{""close"":{""day"":1,""time"":""1900""},""open"":{""day"":1,""time"":""1100""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""1100""}},{""close"":{""day"":3,""time"":""1900""},""open"":{""day"":3,""time"":""1100""}},{""close"":{""day"":4,""time"":""1900""},""open"":{""day"":4,""time"":""1100""}},{""close"":{""day"":5,""time"":""1900""},""open"":{""day"":5,""time"":""1100""}},{""close"":{""day"":6,""time"":""1900""},""open"":{""day"":6,""time"":""1100""}}],""weekday_text"":[""Monday: 11:00 AM – 7:00 PM"",""Tuesday: 11:00 AM – 7:00 PM"",""Wednesday: 11:00 AM – 7:00 PM"",""Thursday: 11:00 AM – 7:00 PM"",""Friday: 11:00 AM – 7:00 PM"",""Saturday: 11:00 AM – 7:00 PM"",""Sunday: 12:00 – 5:00 PM""]},""rating"":5,""types"":[""point_of_interest"",""store"",""establishment""],""user_ratings_total"":60,""website"":""https://www.thek9shop.com/""}","2025-07-22T22:53:18.815Z"
"c6a096ad-4791-4698-ad9c-54a78196fdfe","ChIJGZ9eOmpFwokR5HxfdhSfRd8","Raw Dawg","6924 20th Ave, Brooklyn, NY 11204, USA","New York","NY","USA","11204","40.6138372","-73.9888637","(347) 371-9129","","5","17","[""store"",""establishment"",""point_of_interest""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""6924 20th Ave, Brooklyn, NY 11204, USA"",""formatted_phone_number"":""(347) 371-9129"",""geometry"":{""location"":{""lat"":40.6138372,""lng"":-73.9888637},""viewport"":{""northeast"":{""lat"":40.6151509302915,""lng"":-73.98745581970849},""southwest"":{""lat"":40.61245296970851,""lng"":-73.9901537802915}}},""name"":""Raw Dawg"",""opening_hours"":{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1600""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""1400""}},{""close"":{""day"":3,""time"":""1900""},""open"":{""day"":3,""time"":""1200""}},{""close"":{""day"":4,""time"":""1900""},""open"":{""day"":4,""time"":""1400""}},{""close"":{""day"":5,""time"":""1900""},""open"":{""day"":5,""time"":""1200""}},{""close"":{""day"":6,""time"":""1900""},""open"":{""day"":6,""time"":""1000""}}],""weekday_text"":[""Monday: Closed"",""Tuesday: 2:00 – 7:00 PM"",""Wednesday: 12:00 – 7:00 PM"",""Thursday: 2:00 – 7:00 PM"",""Friday: 12:00 – 7:00 PM"",""Saturday: 10:00 AM – 7:00 PM"",""Sunday: 10:00 AM – 4:00 PM""]},""rating"":5,""types"":[""store"",""establishment"",""point_of_interest""],""user_ratings_total"":17}","2025-07-22T22:53:19.095Z"
"dc53f567-3d49-4da2-9429-d0d513d0d6ca","ChIJN7-EwiRFwokRaaFXHIgSoNA","My Natural Pet","8318 5th Ave, Brooklyn, NY 11209, USA","New York","NY","USA","11209","40.6232695","-74.02541049999999","(718) 333-5678","https://mynaturalpetshop.com/","4.7","151","[""store"",""point_of_interest"",""establishment""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""8318 5th Ave, Brooklyn, NY 11209, USA"",""formatted_phone_number"":""(718) 333-5678"",""geometry"":{""location"":{""lat"":40.6232695,""lng"":-74.02541049999999},""viewport"":{""northeast"":{""lat"":40.6245827302915,""lng"":-74.02396371970849},""southwest"":{""lat"":40.6218847697085,""lng"":-74.0266616802915}}},""name"":""My Natural Pet"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1200""}},{""close"":{""day"":1,""time"":""1800""},""open"":{""day"":1,""time"":""1200""}},{""close"":{""day"":2,""time"":""1800""},""open"":{""day"":2,""time"":""1200""}},{""close"":{""day"":3,""time"":""1800""},""open"":{""day"":3,""time"":""1200""}},{""close"":{""day"":4,""time"":""1800""},""open"":{""day"":4,""time"":""1200""}},{""close"":{""day"":5,""time"":""1800""},""open"":{""day"":5,""time"":""1200""}},{""close"":{""day"":6,""time"":""1800""},""open"":{""day"":6,""time"":""1200""}}],""weekday_text"":[""Monday: 12:00 – 6:00 PM"",""Tuesday: 12:00 – 6:00 PM"",""Wednesday: 12:00 – 6:00 PM"",""Thursday: 12:00 – 6:00 PM"",""Friday: 12:00 – 6:00 PM"",""Saturday: 12:00 – 6:00 PM"",""Sunday: 12:00 – 6:00 PM""]},""rating"":4.7,""types"":[""store"",""point_of_interest"",""establishment""],""user_ratings_total"":151,""website"":""https://mynaturalpetshop.com/""}","2025-07-22T22:53:19.382Z"
"3205760c-5bce-4e67-83f2-42164ca87856","ChIJG837XVhYwokRESq1k2fVy4M","The Pet Market","338 W 57th St, Manhattan, NY 10019, USA","New York","NY","USA","10019","40.7672732","-73.9845874","(212) 956-3700","https://www.petmarketnyc.com/","4.3","100","[""establishment"",""pet_store"",""store"",""point_of_interest""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""338 W 57th St, Manhattan, NY 10019, USA"",""formatted_phone_number"":""(212) 956-3700"",""geometry"":{""location"":{""lat"":40.7672732,""lng"":-73.9845874},""viewport"":{""northeast"":{""lat"":40.7686584802915,""lng"":-73.98315236970849},""southwest"":{""lat"":40.7659605197085,""lng"":-73.9858503302915}}},""name"":""The Pet Market"",""opening_hours"":{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1100""}},{""close"":{""day"":1,""time"":""1900""},""open"":{""day"":1,""time"":""1000""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""1000""}},{""close"":{""day"":3,""time"":""1900""},""open"":{""day"":3,""time"":""1000""}},{""close"":{""day"":4,""time"":""1900""},""open"":{""day"":4,""time"":""1000""}},{""close"":{""day"":5,""time"":""1900""},""open"":{""day"":5,""time"":""1000""}},{""close"":{""day"":6,""time"":""1900""},""open"":{""day"":6,""time"":""1000""}}],""weekday_text"":[""Monday: 10:00 AM – 7:00 PM"",""Tuesday: 10:00 AM – 7:00 PM"",""Wednesday: 10:00 AM – 7:00 PM"",""Thursday: 10:00 AM – 7:00 PM"",""Friday: 10:00 AM – 7:00 PM"",""Saturday: 10:00 AM – 7:00 PM"",""Sunday: 11:00 AM – 6:00 PM""]},""price_level"":2,""rating"":4.3,""types"":[""establishment"",""pet_store"",""store"",""point_of_interest""],""user_ratings_total"":100,""website"":""https://www.petmarketnyc.com/""}","2025-07-22T22:53:19.655Z"
"965a7379-eafb-4888-b539-58793a5af6e1","ChIJg_kT1NJ-wokRkqhoq2CLJf0","The K9 Shop","1073 N Broadway, Massapequa, NY 11758, USA","New York","NY","USA","11758","40.7113284","-73.4613949","(516) 400-3729","https://www.thek9shop.com/?utm_source=google&utm_medium=organic&utm_campaign=gmp","4.9","178","[""pet_store"",""establishment"",""store"",""point_of_interest""]","raw dog food","raw_dog_food","40.7128","-74.006","OPERATIONAL","{""business_status"":""OPERATIONAL"",""formatted_address"":""1073 N Broadway, Massapequa, NY 11758, USA"",""formatted_phone_number"":""(516) 400-3729"",""geometry"":{""location"":{""lat"":40.7113284,""lng"":-73.4613949},""viewport"":{""northeast"":{""lat"":40.71267883029151,""lng"":-73.4599046697085},""southwest"":{""lat"":40.70998086970851,""lng"":-73.46260263029151}}},""name"":""The K9 Shop"",""opening_hours"":{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1700""},""open"":{""day"":0,""time"":""1200""}},{""close"":{""day"":1,""time"":""1900""},""open"":{""day"":1,""time"":""1100""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""1100""}},{""close"":{""day"":3,""time"":""1900""},""open"":{""day"":3,""time"":""1100""}},{""close"":{""day"":4,""time"":""1900""},""open"":{""day"":4,""time"":""1100""}},{""close"":{""day"":5,""time"":""1900""},""open"":{""day"":5,""time"":""1100""}},{""close"":{""day"":6,""time"":""1900""},""open"":{""day"":6,""time"":""1100""}}],""weekday_text"":[""Monday: 11:00 AM – 7:00 PM"",""Tuesday: 11:00 AM – 7:00 PM"",""Wednesday: 11:00 AM – 7:00 PM"",""Thursday: 11:00 AM – 7:00 PM"",""Friday: 11:00 AM – 7:00 PM"",""Saturday: 11:00 AM – 7:00 PM"",""Sunday: 12:00 – 5:00 PM""]},""rating"":4.9,""types"":[""pet_store"",""establishment"",""store"",""point_of_interest""],""user_ratings_total"":178,""website"":""https://www.thek9shop.com/?utm_source=google&utm_medium=organic&utm_campaign=gmp""}","2025-07-22T22:53:19.934Z"
