id,place_id,name,address,city,state,country,postal_code,latitude,longitude,phone_number,website,rating,user_ratings_total,types,keyword,place_type,tile_lat,tile_lon,raw_data,created_at
"32a92848-08f6-456a-8fea-dac3da2e1938","ChIJR2DmsB5LW4YRraDQkzPTKyo","Jake and Blue's Raw Dog Food - Austin","2700 Barton Creek Blvd, Austin, TX 78735, USA","Austin","TX","USA","78735","30.2894887","-97.8714509","(325) 805-1488","https://jakeandblues.com/","5","3","[""store"",""point_of_interest"",""establishment""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""2700 Barton Creek Blvd, Austin, TX 78735, USA"",""formatted_phone_number"":""(325) 805-1488"",""geometry"":{""location"":{""lat"":30.2894887,""lng"":-97.8714509},""viewport"":{""northeast"":{""lat"":30.2907252802915,""lng"":-97.87004081970849},""southwest"":{""lat"":30.2880273197085,""lng"":-97.8727387802915}}},""name"":""Jake and Blue's Raw Dog Food - Austin"",""rating"":5,""types"":[""store"",""point_of_interest"",""establishment""],""user_ratings_total"":3,""website"":""https://jakeandblues.com/""}","2025-07-18T11:17:45.995Z"
"569ad798-1f95-441e-917f-06ba169cc1f1","ChIJDVTXggK1RIYRjkdXPgmHmV4","Paws on Chicon","1301 Chicon St #102, Austin, TX 78702, USA","Austin","TX","USA","78702","30.275027","-97.71993479999999","(512) 273-7297","https://pawsonchicon.com/","4.9","482","[""store"",""point_of_interest"",""pet_store"",""establishment""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""1301 Chicon St #102, Austin, TX 78702, USA"",""formatted_phone_number"":""(512) 273-7297"",""geometry"":{""location"":{""lat"":30.275027,""lng"":-97.71993479999999},""viewport"":{""northeast"":{""lat"":30.2764442802915,""lng"":-97.7187185697085},""southwest"":{""lat"":30.2737463197085,""lng"":-97.7214165302915}}},""name"":""Paws on Chicon"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""1900""},""open"":{""day"":1,""time"":""1000""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""1000""}},{""close"":{""day"":3,""time"":""1900""},""open"":{""day"":3,""time"":""1000""}},{""close"":{""day"":4,""time"":""1900""},""open"":{""day"":4,""time"":""1000""}},{""close"":{""day"":5,""time"":""1900""},""open"":{""day"":5,""time"":""1000""}},{""close"":{""day"":6,""time"":""1900""},""open"":{""day"":6,""time"":""1000""}}],""weekday_text"":[""Monday: 10:00 AM – 7:00 PM"",""Tuesday: 10:00 AM – 7:00 PM"",""Wednesday: 10:00 AM – 7:00 PM"",""Thursday: 10:00 AM – 7:00 PM"",""Friday: 10:00 AM – 7:00 PM"",""Saturday: 10:00 AM – 7:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]},""rating"":4.9,""types"":[""store"",""point_of_interest"",""pet_store"",""establishment""],""user_ratings_total"":482,""website"":""https://pawsonchicon.com/""}","2025-07-18T11:17:46.634Z"
"f1407563-d1cb-4483-b683-5b6d1bf27c68","ChIJ6wlI2g3KRIYRT3ybI7OGfbU","Tomlinson's Feed","908 E 49th 1/2 St, Austin, TX 78751, USA","Austin","TX","USA","78751","30.3099163","-97.7148591","(512) 452-7021","https://tomlinsons.com/pages/tomlinsons-airport-blvd","4.8","440","[""pet_store"",""store"",""establishment"",""point_of_interest""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""908 E 49th 1/2 St, Austin, TX 78751, USA"",""formatted_phone_number"":""(512) 452-7021"",""geometry"":{""location"":{""lat"":30.3099163,""lng"":-97.7148591},""viewport"":{""northeast"":{""lat"":30.31130053029149,""lng"":-97.7136145697085},""southwest"":{""lat"":30.3086025697085,""lng"":-97.7163125302915}}},""name"":""Tomlinson's Feed"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2000""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2000""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2000""},""open"":{""day"":3,""time"":""0900""}},{""close"":{""day"":4,""time"":""2000""},""open"":{""day"":4,""time"":""0900""}},{""close"":{""day"":5,""time"":""2000""},""open"":{""day"":5,""time"":""0900""}},{""close"":{""day"":6,""time"":""2000""},""open"":{""day"":6,""time"":""0900""}}],""weekday_text"":[""Monday: 9:00 AM – 8:00 PM"",""Tuesday: 9:00 AM – 8:00 PM"",""Wednesday: 9:00 AM – 8:00 PM"",""Thursday: 9:00 AM – 8:00 PM"",""Friday: 9:00 AM – 8:00 PM"",""Saturday: 9:00 AM – 8:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]},""price_level"":2,""rating"":4.8,""types"":[""pet_store"",""store"",""establishment"",""point_of_interest""],""user_ratings_total"":440,""website"":""https://tomlinsons.com/pages/tomlinsons-airport-blvd""}","2025-07-18T11:17:47.230Z"
"af34a9c4-bb9c-4fce-84aa-9278c42d6972","ChIJwQLT6qAyW4YR18Fou9jCjIw","Healthy Pet - Lakeline Austin","14028 US-183 Suite D155, Austin, TX 78717, USA","Austin","TX","USA","14028","30.4761455","-97.80245459999999","(512) 215-2368","http://healthypetaustin.com/?utm_source=Google%20My%20Business&utm_medium=Website%20Button&utm_campaign=Austin","4.8","270","[""food"",""store"",""pet_store"",""establishment"",""point_of_interest""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""14028 US-183 Suite D155, Austin, TX 78717, USA"",""formatted_phone_number"":""(512) 215-2368"",""geometry"":{""location"":{""lat"":30.4761455,""lng"":-97.80245459999999},""viewport"":{""northeast"":{""lat"":30.47745293029149,""lng"":-97.80114141970849},""southwest"":{""lat"":30.4747549697085,""lng"":-97.80383938029149}}},""name"":""Healthy Pet - Lakeline Austin"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2000""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2000""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2000""},""open"":{""day"":3,""time"":""0900""}},{""close"":{""day"":4,""time"":""2000""},""open"":{""day"":4,""time"":""0900""}},{""close"":{""day"":5,""time"":""2000""},""open"":{""day"":5,""time"":""0900""}},{""close"":{""day"":6,""time"":""2000""},""open"":{""day"":6,""time"":""0900""}}],""weekday_text"":[""Monday: 9:00 AM – 8:00 PM"",""Tuesday: 9:00 AM – 8:00 PM"",""Wednesday: 9:00 AM – 8:00 PM"",""Thursday: 9:00 AM – 8:00 PM"",""Friday: 9:00 AM – 8:00 PM"",""Saturday: 9:00 AM – 8:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]},""rating"":4.8,""types"":[""food"",""store"",""pet_store"",""establishment"",""point_of_interest""],""user_ratings_total"":270,""website"":""http://healthypetaustin.com/?utm_source=Google%20My%20Business&utm_medium=Website%20Button&utm_campaign=Austin""}","2025-07-18T11:17:47.889Z"
"ac98722e-c294-462c-855a-06c623eca4fc","ChIJYzNyh1c-2qkRg_NF6UAtmCg","The Dog Mom Store.","9600 Escarpment Blvd Suite #745-110, Austin, TX 78749, USA","Austin","TX","USA","78749","30.2028533","-97.8789204","","https://www.thedogmomstore.com/","5","239","[""establishment"",""store"",""point_of_interest""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""9600 Escarpment Blvd Suite #745-110, Austin, TX 78749, USA"",""geometry"":{""location"":{""lat"":30.2028533,""lng"":-97.8789204},""viewport"":{""northeast"":{""lat"":30.20423658029149,""lng"":-97.87742991970849},""southwest"":{""lat"":30.2015386197085,""lng"":-97.88012788029151}}},""name"":""The Dog Mom Store."",""opening_hours"":{""open_now"":true,""periods"":[{""open"":{""day"":0,""time"":""0000""}}],""weekday_text"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]},""rating"":5,""types"":[""establishment"",""store"",""point_of_interest""],""user_ratings_total"":239,""website"":""https://www.thedogmomstore.com/""}","2025-07-18T11:17:48.483Z"
"765aa9f1-47e4-4819-b4ff-d73dbe375da7","ChIJexax_TBLW4YRikDtHDGawSA","Tomlinson's Feed","4211 S Lamar Blvd Ste A23, Austin, TX 78704, USA","Austin","TX","USA","78704","30.23425769999999","-97.7927876","(512) 445-4549","https://tomlinsons.com/pages/tomlinsons-south-lamar","4.8","506","[""establishment"",""store"",""pet_store"",""point_of_interest""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""4211 S Lamar Blvd Ste A23, Austin, TX 78704, USA"",""formatted_phone_number"":""(512) 445-4549"",""geometry"":{""location"":{""lat"":30.23425769999999,""lng"":-97.7927876},""viewport"":{""northeast"":{""lat"":30.2356505802915,""lng"":-97.79154596970851},""southwest"":{""lat"":30.2329526197085,""lng"":-97.79424393029151}}},""name"":""Tomlinson's Feed"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2000""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2000""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2000""},""open"":{""day"":3,""time"":""0900""}},{""close"":{""day"":4,""time"":""2000""},""open"":{""day"":4,""time"":""0900""}},{""close"":{""day"":5,""time"":""2000""},""open"":{""day"":5,""time"":""0900""}},{""close"":{""day"":6,""time"":""2000""},""open"":{""day"":6,""time"":""0900""}}],""weekday_text"":[""Monday: 9:00 AM – 8:00 PM"",""Tuesday: 9:00 AM – 8:00 PM"",""Wednesday: 9:00 AM – 8:00 PM"",""Thursday: 9:00 AM – 8:00 PM"",""Friday: 9:00 AM – 8:00 PM"",""Saturday: 9:00 AM – 8:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]},""price_level"":2,""rating"":4.8,""types"":[""establishment"",""store"",""pet_store"",""point_of_interest""],""user_ratings_total"":506,""website"":""https://tomlinsons.com/pages/tomlinsons-south-lamar""}","2025-07-18T11:17:49.105Z"
"e752f6e0-66ac-4403-b956-40d66decf89f","ChIJ71yRJw61RIYRiDu44_ftWa4","Healthy Pet - Seaholm","211 Walter Seaholm Dr, Austin, TX 78701, USA","Austin","TX","USA","78701","30.2675798","-97.7523679","(512) 350-2277","http://healthypetaustin.com/","4.9","117","[""store"",""point_of_interest"",""establishment"",""pet_store""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""211 Walter Seaholm Dr, Austin, TX 78701, USA"",""formatted_phone_number"":""(512) 350-2277"",""geometry"":{""location"":{""lat"":30.2675798,""lng"":-97.7523679},""viewport"":{""northeast"":{""lat"":30.2689698802915,""lng"":-97.75091801970851},""southwest"":{""lat"":30.2662719197085,""lng"":-97.75361598029151}}},""name"":""Healthy Pet - Seaholm"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2000""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2000""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2000""},""open"":{""day"":3,""time"":""0900""}},{""close"":{""day"":4,""time"":""2000""},""open"":{""day"":4,""time"":""0900""}},{""close"":{""day"":5,""time"":""2000""},""open"":{""day"":5,""time"":""0900""}},{""close"":{""day"":6,""time"":""2000""},""open"":{""day"":6,""time"":""0900""}}],""weekday_text"":[""Monday: 9:00 AM – 8:00 PM"",""Tuesday: 9:00 AM – 8:00 PM"",""Wednesday: 9:00 AM – 8:00 PM"",""Thursday: 9:00 AM – 8:00 PM"",""Friday: 9:00 AM – 8:00 PM"",""Saturday: 9:00 AM – 8:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]},""rating"":4.9,""types"":[""store"",""point_of_interest"",""establishment"",""pet_store""],""user_ratings_total"":117,""website"":""http://healthypetaustin.com/""}","2025-07-18T11:17:49.817Z"
"acf706bb-56d9-40fc-9a37-a8dafd25f689","ChIJdVeQCz6zRIYRtW-vhRdNoQc","Paws on Chicon","7601 S Congress Ave #370, Austin, TX 78745, USA","Austin","TX","USA","78745","30.1828709","-97.7817185","(512) 906-0013","http://www.pawsonchicon.com/","4.9","249","[""establishment"",""point_of_interest"",""pet_store"",""store""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""7601 S Congress Ave #370, Austin, TX 78745, USA"",""formatted_phone_number"":""(512) 906-0013"",""geometry"":{""location"":{""lat"":30.1828709,""lng"":-97.7817185},""viewport"":{""northeast"":{""lat"":30.1842578302915,""lng"":-97.78042486970848},""southwest"":{""lat"":30.1815598697085,""lng"":-97.7831228302915}}},""name"":""Paws on Chicon"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""1900""},""open"":{""day"":1,""time"":""1000""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""1000""}},{""close"":{""day"":3,""time"":""1900""},""open"":{""day"":3,""time"":""1000""}},{""close"":{""day"":4,""time"":""1900""},""open"":{""day"":4,""time"":""1000""}},{""close"":{""day"":5,""time"":""1900""},""open"":{""day"":5,""time"":""1000""}},{""close"":{""day"":6,""time"":""1900""},""open"":{""day"":6,""time"":""1000""}}],""weekday_text"":[""Monday: 10:00 AM – 7:00 PM"",""Tuesday: 10:00 AM – 7:00 PM"",""Wednesday: 10:00 AM – 7:00 PM"",""Thursday: 10:00 AM – 7:00 PM"",""Friday: 10:00 AM – 7:00 PM"",""Saturday: 10:00 AM – 7:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]},""rating"":4.9,""types"":[""establishment"",""point_of_interest"",""pet_store"",""store""],""user_ratings_total"":249,""website"":""http://www.pawsonchicon.com/""}","2025-07-18T11:17:50.513Z"
"444e520e-e77a-4084-ac71-7be7ec744a72","ChIJDdWz63K1RIYRvDv9IrVhMeo","Tomlinson's Feed","916 W 12th St b, Austin, TX 78703, USA","Austin","TX","USA","78703","30.2770262","-97.7509979","(512) 514-1881","https://tomlinsons.com/pages/tomlinsons-12th-lamar","4.7","190","[""establishment"",""point_of_interest"",""pet_store"",""store""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""916 W 12th St b, Austin, TX 78703, USA"",""formatted_phone_number"":""(512) 514-1881"",""geometry"":{""location"":{""lat"":30.2770262,""lng"":-97.7509979},""viewport"":{""northeast"":{""lat"":30.2784814302915,""lng"":-97.74958651970849},""southwest"":{""lat"":30.2757834697085,""lng"":-97.75228448029151}}},""name"":""Tomlinson's Feed"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2000""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2000""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2000""},""open"":{""day"":3,""time"":""0900""}},{""close"":{""day"":4,""time"":""2000""},""open"":{""day"":4,""time"":""0900""}},{""close"":{""day"":5,""time"":""2000""},""open"":{""day"":5,""time"":""0900""}},{""close"":{""day"":6,""time"":""2000""},""open"":{""day"":6,""time"":""0900""}}],""weekday_text"":[""Monday: 9:00 AM – 8:00 PM"",""Tuesday: 9:00 AM – 8:00 PM"",""Wednesday: 9:00 AM – 8:00 PM"",""Thursday: 9:00 AM – 8:00 PM"",""Friday: 9:00 AM – 8:00 PM"",""Saturday: 9:00 AM – 8:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]},""rating"":4.7,""types"":[""establishment"",""point_of_interest"",""pet_store"",""store""],""user_ratings_total"":190,""website"":""https://tomlinsons.com/pages/tomlinsons-12th-lamar""}","2025-07-18T11:17:51.131Z"
"ea9d08e8-4a39-42f2-ad36-bd4c4b35078e","ChIJPWZC30bNRIYRkndaq03yu5k","Tomlinson's Feed","4815 W Braker Ln #500, Austin, TX 78759, USA","Austin","TX","USA","78759","30.4003246","-97.74802969999999","(512) 531-9220","https://tomlinsons.com/pages/tomlinsons-braker-183","4.8","150","[""establishment"",""point_of_interest"",""pet_store"",""store""]","raw dog food store","pet_store","30.2672","-97.7431","{""formatted_address"":""4815 W Braker Ln #500, Austin, TX 78759, USA"",""formatted_phone_number"":""(512) 531-9220"",""geometry"":{""location"":{""lat"":30.4003246,""lng"":-97.74802969999999},""viewport"":{""northeast"":{""lat"":30.4017076302915,""lng"":-97.74663221970849},""southwest"":{""lat"":30.3990096697085,""lng"":-97.7493301802915}}},""name"":""Tomlinson's Feed"",""opening_hours"":{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1800""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""1900""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""1900""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""1900""},""open"":{""day"":3,""time"":""0900""}},{""close"":{""day"":4,""time"":""1900""},""open"":{""day"":4,""time"":""0900""}},{""close"":{""day"":5,""time"":""1900""},""open"":{""day"":5,""time"":""0900""}},{""close"":{""day"":6,""time"":""1900""},""open"":{""day"":6,""time"":""0900""}}],""weekday_text"":[""Monday: 9:00 AM – 7:00 PM"",""Tuesday: 9:00 AM – 7:00 PM"",""Wednesday: 9:00 AM – 7:00 PM"",""Thursday: 9:00 AM – 7:00 PM"",""Friday: 9:00 AM – 7:00 PM"",""Saturday: 9:00 AM – 7:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]},""rating"":4.8,""types"":[""establishment"",""point_of_interest"",""pet_store"",""store""],""user_ratings_total"":150,""website"":""https://tomlinsons.com/pages/tomlinsons-braker-183""}","2025-07-18T11:17:51.751Z"
